Epoch 2 | Step 126600 | Loss: 3.0051 | Token: 2.8349 | Func: 0.2750
Epoch 2 | Step 132450 | Loss: 2.9751 | Token: 2.7975 | Func: 0.2794
Epoch 2 | Step 132500 | Loss: 2.9929 | Token: 2.7939 | Func: 0.3345
💾 Saved checkpoint: ./checkpoints/checkpoint_step132500.pth
Epoch 2 | Step 132550 | Loss: 3.0210 | Token: 2.8174 | Func: 0.2451
Epoch 2 | Step 132600 | Loss: 3.0585 | Token: 2.8091 | Func: 0.2525
Epoch 2 | Step 132650 | Loss: 3.0885 | Token: 2.8360 | Func: 0.4039
Epoch 2 | Step 132700 | Loss: 3.1031 | Token: 2.8399 | Func: 0.2677
Epoch 2 | Step 132750 | Loss: 3.0185 | Token: 2.8113 | Func: 0.3744
Epoch 2 | Step 132800 | Loss: 2.9998 | Token: 2.8066 | Func: 0.2402
Epoch 2 | Step 132850 | Loss: 3.0027 | Token: 2.8113 | Func: 0.3135
Epoch 2 | Step 132900 | Loss: 3.2073 | Token: 2.8912 | Func: 0.3453
Epoch 2 | Step 132950 | Loss: 3.0971 | Token: 2.7980 | Func: 0.3835
Epoch 2 | Step 133000 | Loss: 2.9830 | Token: 2.8299 | Func: 0.2355
💾 Saved checkpoint: ./checkpoints/checkpoint_step133000.pth
Epoch 2 | Step 133050 | Loss: 3.0829 | Token: 2.7801 | Func: 0.4847
Epoch 2 | Step 133100 | Loss: 3.0516 | Token: 2.8156 | Func: 0.3888
Epoch 2 | Step 133150 | Loss: 2.9892 | Token: 2.7623 | Func: 0.3907
Epoch 2 | Step 133200 | Loss: 2.9899 | Token: 2.8201 | Func: 0.2536
Epoch 2 | Step 133250 | Loss: 2.9537 | Token: 2.8060 | Func: 0.2054
Epoch 2 | Step 133300 | Loss: 2.9554 | Token: 2.8085 | Func: 0.2207
Epoch 2 | Step 133350 | Loss: 3.1284 | Token: 2.8516 | Func: 0.4040
Epoch 2 | Step 133400 | Loss: 2.9276 | Token: 2.7847 | Func: 0.2025
Epoch 2 | Step 133450 | Loss: 3.0082 | Token: 2.7921 | Func: 0.2847
Epoch 2 | Step 133500 | Loss: 3.0467 | Token: 2.8059 | Func: 0.3968
💾 Saved checkpoint: ./checkpoints/checkpoint_step133500.pth
Epoch 2 | Step 133550 | Loss: 3.0687 | Token: 2.7933 | Func: 0.3737
Epoch 2 | Step 133600 | Loss: 3.0433 | Token: 2.8125 | Func: 0.3621
Epoch 2 | Step 133650 | Loss: 3.0015 | Token: 2.8245 | Func: 0.2919
Epoch 2 | Step 133700 | Loss: 3.0319 | Token: 2.8541 | Func: 0.2599
Epoch 2 | Step 133750 | Loss: 2.9387 | Token: 2.7982 | Func: 0.2723
Epoch 2 | Step 133800 | Loss: 2.9613 | Token: 2.7777 | Func: 0.2955
Epoch 2 | Step 133850 | Loss: 3.0360 | Token: 2.8052 | Func: 0.2967
Epoch 2 | Step 133900 | Loss: 2.9858 | Token: 2.8245 | Func: 0.2969
Epoch 2 | Step 133950 | Loss: 2.9835 | Token: 2.7774 | Func: 0.3661
Epoch 2 | Step 134000 | Loss: 3.0211 | Token: 2.8079 | Func: 0.2961
💾 Saved checkpoint: ./checkpoints/checkpoint_step134000.pth
Epoch 2 | Step 134050 | Loss: 2.9612 | Token: 2.7814 | Func: 0.3016
Epoch 2 | Step 134100 | Loss: 3.0229 | Token: 2.8269 | Func: 0.2717
Epoch 2 | Step 134150 | Loss: 2.9879 | Token: 2.7916 | Func: 0.2565
Epoch 2 | Step 134200 | Loss: 3.0255 | Token: 2.8267 | Func: 0.2566
Epoch 2 | Step 134250 | Loss: 3.2483 | Token: 2.8593 | Func: 0.5011
Epoch 2 | Step 134300 | Loss: 3.0234 | Token: 2.8372 | Func: 0.2874
Epoch 2 | Step 134350 | Loss: 2.9582 | Token: 2.7586 | Func: 0.2826
Epoch 2 | Step 134400 | Loss: 2.9995 | Token: 2.7880 | Func: 0.2696
Epoch 2 | Step 134450 | Loss: 3.1047 | Token: 2.8522 | Func: 0.4578
Epoch 2 | Step 134500 | Loss: 2.9673 | Token: 2.7660 | Func: 0.3308
💾 Saved checkpoint: ./checkpoints/checkpoint_step134500.pth
Epoch 2 | Step 134550 | Loss: 2.9401 | Token: 2.7681 | Func: 0.2714
Epoch 2 | Step 134600 | Loss: 3.0798 | Token: 2.8176 | Func: 0.4805
Epoch 2 | Step 134650 | Loss: 2.9524 | Token: 2.8129 | Func: 0.2854
Epoch 2 | Step 134700 | Loss: 3.0907 | Token: 2.8027 | Func: 0.4236
Epoch 2 | Step 134750 | Loss: 2.9696 | Token: 2.7645 | Func: 0.3295
Epoch 2 | Step 134800 | Loss: 3.0929 | Token: 2.8113 | Func: 0.4300
Epoch 2 | Step 134850 | Loss: 3.0439 | Token: 2.8607 | Func: 0.2801
Epoch 2 | Step 134900 | Loss: 3.0469 | Token: 2.8230 | Func: 0.1982
Epoch 2 | Step 134950 | Loss: 3.0066 | Token: 2.8145 | Func: 0.3256
Epoch 2 | Step 135000 | Loss: 3.0779 | Token: 2.8557 | Func: 0.3304
💾 Saved checkpoint: ./checkpoints/checkpoint_step135000.pth
Epoch 2 | Step 135050 | Loss: 2.9036 | Token: 2.7725 | Func: 0.2083
Epoch 2 | Step 135100 | Loss: 2.9822 | Token: 2.7896 | Func: 0.3638
Epoch 2 | Step 135150 | Loss: 3.0900 | Token: 2.8308 | Func: 0.3672
Epoch 2 | Step 135200 | Loss: 3.0057 | Token: 2.8155 | Func: 0.3257
Epoch 2 | Step 135250 | Loss: 2.9774 | Token: 2.7998 | Func: 0.2399
Epoch 2 | Step 135300 | Loss: 2.9102 | Token: 2.7665 | Func: 0.2017
Epoch 2 | Step 135350 | Loss: 3.0946 | Token: 2.8291 | Func: 0.3612
Epoch 2 | Step 135400 | Loss: 2.9916 | Token: 2.8169 | Func: 0.1830
Epoch 2 | Step 135450 | Loss: 3.0186 | Token: 2.7900 | Func: 0.2948
Epoch 2 | Step 135500 | Loss: 2.9583 | Token: 2.8133 | Func: 0.2617
💾 Saved checkpoint: ./checkpoints/checkpoint_step135500.pth
Epoch 2 | Step 135550 | Loss: 3.0663 | Token: 2.8418 | Func: 0.3264
Epoch 2 | Step 135600 | Loss: 3.0837 | Token: 2.8114 | Func: 0.4371
Epoch 2 | Step 135650 | Loss: 2.9649 | Token: 2.8088 | Func: 0.2455
Epoch 2 | Step 135700 | Loss: 2.9320 | Token: 2.7640 | Func: 0.2353
Epoch 2 | Step 135750 | Loss: 2.9197 | Token: 2.7223 | Func: 0.2616
Epoch 2 | Step 135800 | Loss: 3.0425 | Token: 2.7991 | Func: 0.4407
Epoch 2 | Step 135850 | Loss: 2.9757 | Token: 2.8096 | Func: 0.3425
Epoch 2 | Step 135900 | Loss: 3.0551 | Token: 2.8279 | Func: 0.3464
Epoch 2 | Step 135950 | Loss: 3.0169 | Token: 2.8221 | Func: 0.2972
Epoch 2 | Step 136000 | Loss: 2.8989 | Token: 2.7642 | Func: 0.2383
💾 Saved checkpoint: ./checkpoints/checkpoint_step136000.pth
Epoch 2 | Step 136050 | Loss: 3.1927 | Token: 2.8292 | Func: 0.4764
Epoch 2 | Step 136100 | Loss: 2.8931 | Token: 2.7660 | Func: 0.1827
Epoch 2 | Step 136150 | Loss: 3.0123 | Token: 2.8369 | Func: 0.2297
Epoch 2 | Step 136200 | Loss: 3.0878 | Token: 2.8220 | Func: 0.4158
Epoch 2 | Step 136250 | Loss: 3.0299 | Token: 2.8127 | Func: 0.2931
Epoch 2 | Step 136300 | Loss: 2.9841 | Token: 2.7859 | Func: 0.3274
Epoch 2 | Step 136350 | Loss: 2.8687 | Token: 2.7193 | Func: 0.3031
Epoch 2 | Step 136400 | Loss: 2.9706 | Token: 2.7721 | Func: 0.2760
Epoch 2 | Step 136450 | Loss: 3.0616 | Token: 2.8661 | Func: 0.3676
Epoch 2 | Step 136500 | Loss: 3.0441 | Token: 2.8094 | Func: 0.3376
💾 Saved checkpoint: ./checkpoints/checkpoint_step136500.pth
Epoch 2 | Step 136550 | Loss: 2.9985 | Token: 2.7948 | Func: 0.3525
Epoch 2 | Step 136600 | Loss: 2.9920 | Token: 2.8266 | Func: 0.2095
Epoch 2 | Step 136650 | Loss: 3.1679 | Token: 2.8130 | Func: 0.4578
Epoch 2 | Step 136700 | Loss: 3.0414 | Token: 2.8037 | Func: 0.3530
Epoch 2 | Step 136750 | Loss: 3.1867 | Token: 2.7941 | Func: 0.5526
Epoch 2 | Step 136800 | Loss: 3.0337 | Token: 2.8032 | Func: 0.2682
Epoch 2 | Step 136850 | Loss: 3.0337 | Token: 2.7857 | Func: 0.3738
Epoch 2 | Step 136900 | Loss: 3.1369 | Token: 2.8292 | Func: 0.4320
Epoch 2 | Step 136950 | Loss: 3.0824 | Token: 2.8638 | Func: 0.3383
Epoch 2 | Step 137000 | Loss: 3.0459 | Token: 2.8118 | Func: 0.3529
💾 Saved checkpoint: ./checkpoints/checkpoint_step137000.pth
Epoch 2 | Step 137050 | Loss: 3.0064 | Token: 2.7939 | Func: 0.2876
Epoch 2 | Step 137100 | Loss: 2.9724 | Token: 2.7631 | Func: 0.3502
Epoch 2 | Step 137150 | Loss: 3.0173 | Token: 2.7984 | Func: 0.3173
Epoch 2 | Step 137200 | Loss: 3.0384 | Token: 2.7917 | Func: 0.2961
Epoch 2 | Step 137250 | Loss: 3.0392 | Token: 2.8142 | Func: 0.2834
Epoch 2 | Step 137300 | Loss: 3.0356 | Token: 2.8367 | Func: 0.3418
Epoch 2 | Step 137350 | Loss: 2.9077 | Token: 2.7780 | Func: 0.2063
Epoch 2 | Step 137400 | Loss: 3.1374 | Token: 2.8688 | Func: 0.3530
Epoch 2 | Step 137450 | Loss: 3.0818 | Token: 2.8279 | Func: 0.3469
Epoch 2 | Step 137500 | Loss: 3.0326 | Token: 2.8121 | Func: 0.2687
💾 Saved checkpoint: ./checkpoints/checkpoint_step137500.pth
Epoch 2 | Step 137550 | Loss: 3.0795 | Token: 2.8499 | Func: 0.3265
Epoch 2 | Step 137600 | Loss: 3.0012 | Token: 2.8106 | Func: 0.3266
Epoch 2 | Step 137650 | Loss: 3.1336 | Token: 2.8364 | Func: 0.4661
Epoch 2 | Step 137700 | Loss: 3.1436 | Token: 2.8442 | Func: 0.5291
Epoch 2 | Step 137750 | Loss: 3.0088 | Token: 2.8477 | Func: 0.2916
Epoch 2 | Step 137800 | Loss: 2.9707 | Token: 2.7906 | Func: 0.3118
Epoch 2 | Step 137850 | Loss: 3.0453 | Token: 2.8238 | Func: 0.3461
Epoch 2 | Step 137900 | Loss: 2.9945 | Token: 2.7987 | Func: 0.2791
Epoch 2 | Step 137950 | Loss: 2.9549 | Token: 2.7834 | Func: 0.2990
Epoch 2 | Step 138000 | Loss: 3.0197 | Token: 2.8409 | Func: 0.2408
💾 Saved checkpoint: ./checkpoints/checkpoint_step138000.pth
Epoch 2 | Step 138050 | Loss: 3.0613 | Token: 2.8433 | Func: 0.2831
Epoch 2 | Step 138100 | Loss: 3.0348 | Token: 2.7852 | Func: 0.3898
Epoch 2 | Step 138150 | Loss: 3.0054 | Token: 2.7648 | Func: 0.3362
Epoch 2 | Step 138200 | Loss: 2.9986 | Token: 2.8061 | Func: 0.3017
Epoch 2 | Step 138250 | Loss: 2.9952 | Token: 2.8371 | Func: 0.1877
Epoch 2 | Step 138300 | Loss: 3.0479 | Token: 2.7626 | Func: 0.4772
Epoch 2 | Step 138350 | Loss: 2.9078 | Token: 2.7724 | Func: 0.1492
Epoch 2 | Step 138400 | Loss: 2.9841 | Token: 2.7954 | Func: 0.2562
Epoch 2 | Step 138450 | Loss: 2.9853 | Token: 2.8130 | Func: 0.3556
Epoch 2 | Step 138500 | Loss: 3.0053 | Token: 2.8188 | Func: 0.2111
💾 Saved checkpoint: ./checkpoints/checkpoint_step138500.pth
Epoch 2 | Step 138550 | Loss: 2.9995 | Token: 2.7893 | Func: 0.3662
Epoch 2 | Step 138600 | Loss: 3.0165 | Token: 2.7844 | Func: 0.3933
Epoch 2 | Step 138650 | Loss: 2.9405 | Token: 2.7848 | Func: 0.2821
Epoch 2 | Step 138700 | Loss: 3.0913 | Token: 2.7995 | Func: 0.4087
Epoch 2 | Step 138750 | Loss: 3.0075 | Token: 2.8225 | Func: 0.2068
Epoch 2 | Step 138800 | Loss: 3.0165 | Token: 2.8452 | Func: 0.2128
Epoch 2 | Step 138850 | Loss: 2.9864 | Token: 2.8657 | Func: 0.1816
Epoch 2 | Step 138900 | Loss: 2.9236 | Token: 2.7842 | Func: 0.2349
Epoch 2 | Step 138950 | Loss: 3.0743 | Token: 2.8075 | Func: 0.2995
Epoch 2 | Step 139000 | Loss: 3.1151 | Token: 2.8600 | Func: 0.3505
💾 Saved checkpoint: ./checkpoints/checkpoint_step139000.pth
Epoch 2 | Step 139050 | Loss: 2.9277 | Token: 2.7040 | Func: 0.3053
Epoch 2 | Step 139100 | Loss: 3.1127 | Token: 2.8377 | Func: 0.4538
Epoch 2 | Step 139150 | Loss: 3.0427 | Token: 2.7937 | Func: 0.3120
Epoch 2 | Step 139200 | Loss: 3.0799 | Token: 2.8500 | Func: 0.3205
Epoch 2 | Step 139250 | Loss: 3.0578 | Token: 2.8308 | Func: 0.2206
Epoch 2 | Step 139300 | Loss: 3.1776 | Token: 2.8748 | Func: 0.4295
Epoch 2 | Step 139350 | Loss: 2.8778 | Token: 2.7314 | Func: 0.3022
Epoch 2 | Step 139400 | Loss: 3.0164 | Token: 2.7759 | Func: 0.4026
Epoch 2 | Step 139450 | Loss: 3.0720 | Token: 2.8159 | Func: 0.3526
Epoch 2 | Step 139500 | Loss: 3.0535 | Token: 2.7742 | Func: 0.3144
💾 Saved checkpoint: ./checkpoints/checkpoint_step139500.pth
Epoch 2 | Step 139550 | Loss: 3.3196 | Token: 2.8747 | Func: 0.5858
Epoch 2 | Step 139600 | Loss: 2.9923 | Token: 2.8037 | Func: 0.3296
Epoch 2 | Step 139650 | Loss: 2.9916 | Token: 2.8397 | Func: 0.2959
Epoch 2 | Step 139700 | Loss: 3.1044 | Token: 2.8257 | Func: 0.4198
Epoch 2 | Step 139750 | Loss: 2.9982 | Token: 2.8466 | Func: 0.2002
Epoch 2 | Step 139800 | Loss: 3.0738 | Token: 2.7950 | Func: 0.4351
Epoch 2 | Step 139850 | Loss: 2.9939 | Token: 2.8473 | Func: 0.2513
Epoch 2 | Step 139900 | Loss: 3.0295 | Token: 2.8108 | Func: 0.3501
Epoch 2 | Step 139950 | Loss: 2.9827 | Token: 2.8027 | Func: 0.2731
Epoch 2 | Step 140000 | Loss: 3.0436 | Token: 2.7846 | Func: 0.3193
💾 Saved checkpoint: ./checkpoints/checkpoint_step140000.pth
Epoch 2 | Step 140050 | Loss: 2.9954 | Token: 2.8019 | Func: 0.2921
Epoch 2 | Step 140100 | Loss: 2.9395 | Token: 2.7022 | Func: 0.3863
Epoch 2 | Step 140150 | Loss: 3.0635 | Token: 2.7818 | Func: 0.3130
Epoch 2 | Step 140200 | Loss: 3.1622 | Token: 2.8609 | Func: 0.4813
Epoch 2 | Step 140250 | Loss: 3.0466 | Token: 2.8138 | Func: 0.2858
Epoch 2 | Step 140300 | Loss: 3.0202 | Token: 2.8678 | Func: 0.2254
Epoch 2 | Step 140350 | Loss: 3.0372 | Token: 2.8025 | Func: 0.3356
Epoch 2 | Step 140400 | Loss: 3.0081 | Token: 2.8191 | Func: 0.3178
Epoch 2 | Step 140450 | Loss: 3.0219 | Token: 2.8173 | Func: 0.2975
Epoch 2 | Step 140500 | Loss: 2.9792 | Token: 2.7914 | Func: 0.2845
💾 Saved checkpoint: ./checkpoints/checkpoint_step140500.pth
Epoch 2 | Step 140550 | Loss: 3.0463 | Token: 2.8562 | Func: 0.2393
Epoch 2 | Step 140600 | Loss: 2.9858 | Token: 2.7735 | Func: 0.3521
Epoch 2 | Step 140650 | Loss: 3.0400 | Token: 2.8234 | Func: 0.2948
Epoch 2 | Step 140700 | Loss: 3.0559 | Token: 2.8044 | Func: 0.5025
Epoch 2 | Step 140750 | Loss: 3.0392 | Token: 2.7926 | Func: 0.4568
Epoch 2 | Step 140800 | Loss: 3.0612 | Token: 2.8204 | Func: 0.3231
Epoch 2 | Step 140850 | Loss: 2.9745 | Token: 2.8257 | Func: 0.1930
Epoch 2 | Step 140900 | Loss: 3.0834 | Token: 2.8291 | Func: 0.4304
Epoch 2 | Step 140950 | Loss: 3.0447 | Token: 2.8278 | Func: 0.2481
Epoch 2 | Step 141000 | Loss: 3.0552 | Token: 2.8103 | Func: 0.2483
